Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Profit_Margin_Pct,Delivery_Days,Discount_Band,Order_Year,Order_Month,Order_Month_Name,Season,Is_Loss,Margin_Band,Sales_Bucket,Revenue_per_Unit,Profit_per_Unit,Discount_Amount,Ship_Speed
2083,CA-2017-104647,23/02/2017,01/03/2017,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ X 11",37.44,6,0,16.848,45,6,No Discount,2017,2,Feb,Winter,Profit,High (>=20%),Micro (<$50),6.24,2.81,0,Economy
2084,CA-2014-110352,23/11/2014,29/11/2014,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77036,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels For Top Tab Filing,23.68,2,0.2,8.88,37.5,6,Low (1-20%),2014,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),11.84,4.44,4.74,Economy
2085,CA-2016-140501,23/06/2016,28/06/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels For Dot Matrix Printers, 5000 Labels Per Box, White",122.12,4,0,56.1752,46,5,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Small ($50-200),30.53,14.04,0,Economy
2086,CA-2016-140501,23/06/2016,28/06/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,18.45,5,0,8.6715,47,5,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),3.69,1.73,0,Economy
2087,CA-2016-140501,23/06/2016,28/06/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,5,0,38.988,12,5,No Discount,2016,6,Jun,Summer,Profit,Medium (10-20%),Medium ($200-500),64.98,7.8,0,Economy
2088,CA-2016-140501,23/06/2016,28/06/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,146.73,3,0,68.9631,47,5,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Small ($50-200),48.91,22.99,0,Economy
2089,CA-2016-140501,23/06/2016,28/06/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins By Oic,3.96,2,0,1.4652,37,5,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),1.98,0.73,0,Economy
2090,CA-2015-139290,26/10/2015,30/10/2015,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Rancho Cucamonga,California,91730,West,OFF-LA-10004008,Office Supplies,Labels,Avery 507,5.76,2,0,2.6496,46,4,No Discount,2015,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),2.88,1.32,0,Economy
2091,CA-2017-166142,15/07/2017,19/07/2017,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10004094,Office Supplies,Binders,Gbc Standard Plastic Binding Systems Combs,26.55,3,0,13.0095,49,4,No Discount,2017,7,Jul,Summer,Profit,High (>=20%),Micro (<$50),8.85,4.34,0,Economy
2092,CA-2017-166142,15/07/2017,19/07/2017,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,19805,East,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,310.443,3,0.3,-48.7839,-15.71,4,Medium (21-40%),2017,7,Jul,Summer,Loss,Loss,Medium ($200-500),103.48,-16.26,93.13,Economy
2093,CA-2014-145926,17/11/2014,21/11/2014,Standard Class,MP-17470,Mark Packer,Home Office,United States,Moorhead,Minnesota,56560,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,479.9,5,0,81.583,17,4,No Discount,2014,11,Nov,Fall,Profit,Medium (10-20%),Medium ($200-500),95.98,16.32,0,Economy
2094,CA-2015-149678,13/04/2015,15/04/2015,Second Class,AW-10840,Anthony Witt,Consumer,United States,Farmington,New Mexico,87401,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,12.88,1,0,0.3864,3,2,No Discount,2015,4,Apr,Spring,Profit,Low (0-10%),Micro (<$50),12.88,0.39,0,Standard
2095,US-2015-164357,25/11/2015,29/11/2015,Standard Class,SF-20065,Sandra Flanagan,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,13.12,5,0.2,1.476,11.25,4,Low (1-20%),2015,11,Nov,Fall,Profit,Medium (10-20%),Micro (<$50),2.62,0.3,2.62,Economy
2096,US-2016-146570,15/05/2016,20/05/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,OFF-BI-10001718,Office Supplies,Binders,Gbc Docubind P50 Personal Binding Machine,511.84,8,0,240.5648,47,5,No Discount,2016,5,May,Spring,Profit,High (>=20%),Large ($500-1K),63.98,30.07,0,Economy
2097,US-2016-146570,15/05/2016,20/05/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,OFF-AR-10004602,Office Supplies,Art,Boston Ks Multi-Size Manual Pencil Sharpener,91.96,4,0,25.7488,28,5,No Discount,2016,5,May,Spring,Profit,High (>=20%),Small ($50-200),22.99,6.44,0,Economy
2098,US-2016-146570,15/05/2016,20/05/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3,0,2.1684,26,5,No Discount,2016,5,May,Spring,Profit,High (>=20%),Micro (<$50),2.78,0.72,0,Economy
2099,CA-2017-124401,07/09/2017,12/09/2017,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,97206,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,37.68,3,0.2,2.355,6.25,5,Low (1-20%),2017,9,Sep,Fall,Profit,Low (0-10%),Micro (<$50),12.56,0.78,7.54,Economy
2100,CA-2017-124401,07/09/2017,12/09/2017,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,97206,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,279.944,7,0.2,80.4839,28.75,5,Low (1-20%),2017,9,Sep,Fall,Profit,High (>=20%),Medium ($200-500),39.99,11.5,55.99,Economy
2101,US-2014-140116,10/03/2014,17/03/2014,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- And 18-Compartment Lockers,636.408,3,0.2,-15.9102,-2.5,7,Low (1-20%),2014,3,Mar,Spring,Loss,Loss,Large ($500-1K),212.14,-5.3,127.28,Economy
2102,US-2014-140116,10/03/2014,17/03/2014,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219,West,OFF-AR-10001044,Office Supplies,Art,"Boston Ranger #55 Pencil Sharpener, Black",83.168,4,0.2,9.3564,11.25,7,Low (1-20%),2014,3,Mar,Spring,Profit,Medium (10-20%),Small ($50-200),20.79,2.34,16.63,Economy
2103,CA-2014-123295,18/07/2014,18/07/2014,Same Day,AH-10120,Adrian Hane,Home Office,United States,Tucson,Arizona,85705,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,259.136,4,0.2,-25.9136,-10,0,Low (1-20%),2014,7,Jul,Summer,Loss,Loss,Medium ($200-500),64.78,-6.48,51.83,Express
2104,CA-2017-167101,24/03/2017,28/03/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10009,East,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,221.92,4,0,106.5216,48,4,No Discount,2017,3,Mar,Spring,Profit,High (>=20%),Medium ($200-500),55.48,26.63,0,Standard
2105,CA-2017-167101,24/03/2017,28/03/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10009,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 Gb,26,2,0,11.7,45,4,No Discount,2017,3,Mar,Spring,Profit,High (>=20%),Micro (<$50),13,5.85,0,Standard
2106,US-2014-167633,30/09/2014,05/10/2014,Standard Class,BW-11200,Ben Wallace,Consumer,United States,Boynton Beach,Florida,33437,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,15.552,3,0.2,5.4432,35,5,Low (1-20%),2014,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),5.18,1.81,3.11,Economy
2107,US-2014-152723,26/09/2014,26/09/2014,Same Day,HG-14965,Henry Goldwyn,Corporate,United States,Mesquite,Texas,75150,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,0.876,1,0.8,-1.4016,-160,0,High (41%+),2014,9,Sep,Fall,Loss,Loss,Micro (<$50),0.88,-1.4,0.7,Express
2108,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,19.98,1,0,9.3906,47,0,No Discount,2015,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),19.98,9.39,0,Express
2109,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-BI-10004519,Office Supplies,Binders,Gbc Docubind P100 Manual Binding Machine,398.352,3,0.2,124.485,31.25,0,Low (1-20%),2015,10,Oct,Fall,Profit,High (>=20%),Medium ($200-500),132.78,41.5,79.67,Express
2110,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-AR-10004272,Office Supplies,Art,Newell 308,5.04,3,0,1.26,25,0,No Discount,2015,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),1.68,0.42,0,Express
2111,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-FA-10000585,Office Supplies,Fasteners,Oic Bulk Pack Metal Binder Clips,17.45,5,0,8.027,46,0,No Discount,2015,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),3.49,1.61,0,Express
2112,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager'S Chair, Dark Gray",323.136,4,0.2,20.196,6.25,0,Low (1-20%),2015,10,Oct,Fall,Profit,Low (0-10%),Medium ($200-500),80.78,5.05,64.63,Express
2113,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,3,0,8.019,27,0,No Discount,2015,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),9.9,2.67,0,Express
2114,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,TEC-PH-10001578,Technology,Phones,Polycom Soundstation2 Ex Conference Phone,1295.84,4,0.2,145.782,11.25,0,Low (1-20%),2015,10,Oct,Fall,Profit,Medium (10-20%),XL (>$1K),323.96,36.45,259.17,Express
2115,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,46.84,2,0,12.6468,27,0,No Discount,2015,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),23.42,6.32,0,Express
2116,CA-2015-164882,31/10/2015,31/10/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,FUR-BO-10002213,Furniture,Bookcases,Dmi Eclipse Executive Suite Bookcases,425.833,1,0.15,20.0392,4.71,0,Low (1-20%),2015,10,Oct,Fall,Profit,Low (0-10%),Medium ($200-500),425.83,20.04,63.87,Express
2117,CA-2015-159786,12/10/2015,17/10/2015,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,Rochester,New York,14609,East,FUR-TA-10001307,Furniture,Tables,"Safco Planmaster Heigh-Adjustable Drafting Table Base, 43W X 30D X 30-37H, Black",209.67,1,0.4,-13.978,-6.67,5,Medium (21-40%),2015,10,Oct,Fall,Loss,Loss,Medium ($200-500),209.67,-13.98,83.87,Standard
2118,CA-2016-130267,19/09/2016,23/09/2016,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Stockton,California,95207,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" X 17"", Ream",159.88,7,0,73.5448,46,4,No Discount,2016,9,Sep,Fall,Profit,High (>=20%),Small ($50-200),22.84,10.51,0,Economy
2119,CA-2017-155460,13/04/2017,15/04/2017,First Class,RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series Multiuse Premium Copy Paper (20Lb. And 84 Bright),5.28,1,0,2.376,45,2,No Discount,2017,4,Apr,Spring,Profit,High (>=20%),Micro (<$50),5.28,2.38,0,Fast
2120,CA-2017-155460,13/04/2017,15/04/2017,First Class,RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10003091,Office Supplies,Binders,Gbc Docubind Tl200 Manual Binding Machine,895.92,5,0.2,302.373,33.75,2,Low (1-20%),2017,4,Apr,Spring,Profit,High (>=20%),Large ($500-1K),179.18,60.47,179.18,Fast
2121,US-2017-168690,07/01/2017,13/01/2017,Standard Class,TS-21085,Thais Sissman,Consumer,United States,Ormond Beach,Florida,32174,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,3,0.7,-1.9656,-70,6,High (41%+),2017,1,Jan,Winter,Loss,Loss,Micro (<$50),0.94,-0.66,1.97,Economy
2122,CA-2017-158246,09/11/2017,11/11/2017,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Sunnyvale,California,94086,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3,0.2,-2.6997,-1.25,2,Low (1-20%),2017,11,Nov,Fall,Loss,Loss,Medium ($200-500),71.99,-0.9,43.2,Fast
2123,CA-2017-167381,22/09/2017,24/09/2017,Second Class,EH-14005,Erica Hernandez,Home Office,United States,Lansing,Michigan,48911,Central,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase In Odessa Pine,241.96,2,0,41.1332,17,2,No Discount,2017,9,Sep,Fall,Profit,Medium (10-20%),Medium ($200-500),120.98,20.57,0,Standard
2124,CA-2017-167381,22/09/2017,24/09/2017,Second Class,EH-14005,Erica Hernandez,Home Office,United States,Lansing,Michigan,48911,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,27.72,9,0,13.3056,48,2,No Discount,2017,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),3.08,1.48,0,Standard
2125,CA-2017-144862,01/12/2017,05/12/2017,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,104.68,5,0.2,35.3295,33.75,4,Low (1-20%),2017,12,Dec,Winter,Profit,High (>=20%),Small ($50-200),20.94,7.07,20.94,Economy
2126,CA-2017-144862,01/12/2017,05/12/2017,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10000923,Technology,Phones,"Belkin Sportfit Armband For Iphone 5S/5C, Fuchsia",62.958,7,0.4,9.4437,15,4,Medium (21-40%),2017,12,Dec,Winter,Profit,Medium (10-20%),Small ($50-200),8.99,1.35,25.18,Economy
2127,CA-2014-126032,23/06/2014,28/06/2014,Standard Class,BS-11665,Brian Stugart,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10000158,Technology,Accessories,Sony 64Gb Class 10 Micro Sdhc R40 Memory Card,86.376,3,0.2,1.0797,1.25,5,Low (1-20%),2014,6,Jun,Summer,Profit,Low (0-10%),Small ($50-200),28.79,0.36,17.28,Economy
2128,CA-2015-134859,04/10/2015,09/10/2015,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003623,Furniture,Furnishings,"Dataproducts Ampli Magnifier Task Lamp, Black,",64.944,3,0.2,6.4944,10,5,Low (1-20%),2015,10,Oct,Fall,Profit,Medium (10-20%),Small ($50-200),21.65,2.16,12.99,Economy
2129,CA-2015-134859,04/10/2015,09/10/2015,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,20.736,4,0.2,7.2576,35,5,Low (1-20%),2015,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),5.18,1.81,4.15,Economy
2130,US-2014-114188,20/05/2014,22/05/2014,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28,4,0,9.3184,28,2,No Discount,2014,5,May,Spring,Profit,High (>=20%),Micro (<$50),8.32,2.33,0,Standard
2131,US-2014-114188,20/05/2014,22/05/2014,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,9,0,11.9412,31,2,No Discount,2014,5,May,Spring,Profit,High (>=20%),Micro (<$50),4.28,1.33,0,Standard
2132,US-2014-114188,20/05/2014,22/05/2014,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,139.86,7,0,60.1398,43,2,No Discount,2014,5,May,Spring,Profit,High (>=20%),Small ($50-200),19.98,8.59,0,Standard
2133,CA-2015-156524,20/11/2015,26/11/2015,Standard Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,10011,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3,0,9.039,46,6,No Discount,2015,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),6.55,3.01,0,Economy
2134,CA-2015-122210,30/11/2015,04/12/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes Pb200 Plastic Comb Binding Machine,152.991,3,0.7,-122.3928,-80,4,High (41%+),2015,11,Nov,Fall,Loss,Loss,Small ($50-200),51,-40.8,107.09,Economy
2135,CA-2015-122210,30/11/2015,04/12/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands By Revere,10.584,7,0.2,-2.3814,-22.5,4,Low (1-20%),2015,11,Nov,Fall,Loss,Loss,Micro (<$50),1.51,-0.34,2.12,Economy
2136,CA-2015-122210,30/11/2015,04/12/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002807,Technology,Phones,Motorla Hx550 Universal Bluetooth Headset,94.92,4,0.4,15.82,16.67,4,Medium (21-40%),2015,11,Nov,Fall,Profit,Medium (10-20%),Small ($50-200),23.73,3.96,37.97,Economy
2137,CA-2015-156377,31/12/2015,05/01/2016,Standard Class,TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,5,0.6,-11.439,-77.5,5,High (41%+),2015,12,Dec,Winter,Loss,Loss,Micro (<$50),2.95,-2.29,8.86,Economy
2138,CA-2015-156377,31/12/2015,05/01/2016,Standard Class,TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders For Binders,3.656,4,0.8,-5.8496,-160,5,High (41%+),2015,12,Dec,Winter,Loss,Loss,Micro (<$50),0.91,-1.46,2.92,Economy
2139,US-2017-157896,16/11/2017,16/11/2017,Same Day,CB-12415,Christy Brittain,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0,73.41,50,0,No Discount,2017,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),48.94,24.47,0,Express
2140,CA-2014-159520,06/06/2014,11/06/2014,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,149.544,9,0.2,50.4711,33.75,5,Low (1-20%),2014,6,Jun,Summer,Profit,High (>=20%),Small ($50-200),16.62,5.61,29.91,Economy
2141,CA-2014-159520,06/06/2014,11/06/2014,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,17.14,2,0,4.4564,26,5,No Discount,2014,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),8.57,2.23,0,Economy
2142,CA-2014-159520,06/06/2014,11/06/2014,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" X 96"" Rectangular Conference Tables",991.764,3,0.4,-347.1174,-35,5,Medium (21-40%),2014,6,Jun,Summer,Loss,Loss,Large ($500-1K),330.59,-115.71,396.71,Economy
2143,CA-2016-155481,01/09/2016,05/09/2016,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books With Fax/Mobile Section, 5 1/2"" X 3 3/16""",30.48,6,0.2,9.906,32.5,4,Low (1-20%),2016,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),5.08,1.65,6.1,Economy
2144,CA-2016-155481,01/09/2016,05/09/2016,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port Usb Wall Charger Travel Power Adapter For Iphone 5S 5C 5,23.988,2,0.4,-4.7976,-20,4,Medium (21-40%),2016,9,Sep,Fall,Loss,Loss,Micro (<$50),11.99,-2.4,9.6,Economy
2145,CA-2016-155481,01/09/2016,05/09/2016,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,16.688,7,0.2,5.4236,32.5,4,Low (1-20%),2016,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),2.38,0.77,3.34,Economy
2146,US-2016-152051,25/06/2016,29/06/2016,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair With Pneumatic Height Adjustment, Black",422.058,3,0.3,-18.0882,-4.29,4,Medium (21-40%),2016,6,Jun,Summer,Loss,Loss,Medium ($200-500),140.69,-6.03,126.62,Economy
2147,US-2016-152051,25/06/2016,29/06/2016,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403,East,OFF-BI-10004781,Office Supplies,Binders,Gbc Wire Binding Strips,38.088,4,0.7,-27.9312,-73.33,4,High (41%+),2016,6,Jun,Summer,Loss,Loss,Micro (<$50),9.52,-6.98,26.66,Economy
